### task_name: laser
### 1 0
### input_signal_factor [1.23799e-312, 1.36179e-311]
function_name,seed,unit_size,p,input_singal_factor,input_gain,feed_gain,lm,train_nmse,nmse,test_nmse,test_nrmse
TDE_MG,0,20,0.0000,0.2000,0.7400,0.2200,0.0000,0.99943699,0.99938384,0.99932960,0.99966475
TDE_MG,0,20,0.1000,1.2000,1.1000,0.3800,0.0000,0.02416357,0.02564293,0.03209645,0.17915483
TDE_MG,0,20,0.2000,0.2000,0.7400,0.3800,0.0000,0.01977395,0.01584277,0.02530865,0.15908693
TDE_MG,0,20,0.3000,0.6000,0.9000,0.3800,0.0000,0.01346599,0.01152401,0.01739285,0.13188196
TDE_MG,0,20,0.4000,0.9000,0.7400,0.3600,0.0000,0.01213408,0.01218716,0.02084860,0.14439044
TDE_MG,0,20,0.5000,0.9000,0.7400,0.4000,0.0000,0.01570122,0.01425624,0.01833737,0.13541556
TDE_MG,0,20,0.6000,0.8000,0.8600,0.3000,0.0000,0.01274539,0.01333161,0.02358833,0.15358494
TDE_MG,0,20,0.7000,0.6000,0.8600,0.4000,0.0000,0.01266868,0.01305672,0.02269552,0.15065034
TDE_MG,0,20,0.8000,0.8000,0.9400,0.2800,0.0000,0.01373676,0.01430974,0.02517550,0.15866788
TDE_MG,0,20,0.9000,0.5000,0.8600,0.3200,0.0000,0.01444983,0.01509808,0.02678758,0.16366910
TDE_MG,0,20,1.0000,0.4000,0.8600,0.3600,0.0000,0.01691586,0.01841784,0.02929923,0.17117019
TDE_MG,1,20,0.0000,0.2000,0.7400,0.2200,0.0000,0.99943699,0.99938384,0.99932960,0.99966475
TDE_MG,1,20,0.1000,1.2000,1.1000,0.2200,0.0000,0.02489235,0.02676038,0.03385045,0.18398492
TDE_MG,1,20,0.2000,1.1000,0.9800,0.4000,0.0000,0.01094029,0.01186703,0.01831060,0.13531668
TDE_MG,1,20,0.3000,1.0000,0.9800,0.3200,0.0000,0.01236428,0.01293537,0.02448283,0.15646989
TDE_MG,1,20,0.4000,1.2000,0.9400,0.3600,0.0000,0.01149570,0.01149721,0.01872811,0.13685067
TDE_MG,1,20,0.5000,0.9000,0.8600,0.2800,1.0000,0.01477666,0.01342910,0.01869458,0.13672814
TDE_MG,1,20,0.6000,0.5000,0.8600,0.3600,0.0000,0.01459966,0.01474230,0.02284331,0.15114003
TDE_MG,1,20,0.7000,0.5000,0.7400,0.4000,0.0000,0.01389235,0.01406074,0.02200447,0.14833904
TDE_MG,1,20,0.8000,0.6000,0.8600,0.4000,0.0000,0.01343997,0.01427406,0.02674839,0.16354934
TDE_MG,1,20,0.9000,0.3000,1.0200,0.4000,0.0000,0.01578838,0.01560895,0.02251775,0.15005917
