### task_name: laser
### 1 0
### input_signal_factor [9.26204e-313, 1.01882e-311]
function_name,seed,unit_size,p,input_singal_factor,input_gain,feed_gain,lm,train_nmse,nmse,test_nmse,test_nrmse
TDE_MG,0,300,0.0000,0.2000,0.7300,0.3200,9.0000,0.99933364,0.99941170,0.99933258,0.99966623
TDE_MG,0,300,0.1000,0.9000,0.7300,0.4000,0.0000,0.00239199,0.00240857,0.01521919,0.12336609
TDE_MG,0,300,0.2000,0.6000,0.7300,0.4600,0.0000,0.00186652,0.00189841,0.01213558,0.11016161
TDE_MG,0,300,0.3000,0.8000,0.9700,0.4400,0.0000,0.00150570,0.00157097,0.00631587,0.07947246
TDE_MG,0,300,0.4000,0.7000,0.7900,0.4400,0.0000,0.00165026,0.00172828,0.00918950,0.09586186
TDE_MG,0,300,0.5000,0.6000,0.9400,0.4800,0.0000,0.00146997,0.00164809,0.00719705,0.08483543
TDE_MG,0,300,0.6000,0.6000,0.7900,0.5000,0.0000,0.00153475,0.00172885,0.00931557,0.09651718
TDE_MG,0,300,0.7000,0.5000,0.9400,0.5000,0.0000,0.00167097,0.00185887,0.00793182,0.08906077
TDE_MG,0,300,0.8000,0.7000,0.7900,0.4800,0.0000,0.00175952,0.00195640,0.00645008,0.08031242
TDE_MG,0,300,0.9000,0.5000,0.8800,0.5000,0.0000,0.00189577,0.00184461,0.00795836,0.08920963
TDE_MG,0,300,1.0000,0.5000,0.9700,0.5000,0.0000,0.00242334,0.00246897,0.00835972,0.09143149
TDE_MG,1,300,0.0000,0.2000,0.7300,0.3200,9.0000,0.99933364,0.99941170,0.99933258,0.99966623
TDE_MG,1,300,0.1000,0.7000,0.7900,0.4800,0.0000,0.00264854,0.00249849,0.01512095,0.12296726
TDE_MG,1,300,0.2000,0.7000,0.9400,0.5000,0.0000,0.00175705,0.00187485,0.00622338,0.07888837
TDE_MG,1,300,0.3000,0.7000,0.8500,0.4800,0.0000,0.00149860,0.00164116,0.00946949,0.09731128
TDE_MG,1,300,0.4000,0.6000,0.8200,0.4800,0.0000,0.00154272,0.00168255,0.00890645,0.09437398
TDE_MG,1,300,0.5000,0.8000,0.7600,0.5000,0.0000,0.00134166,0.00168767,0.01345339,0.11598873
TDE_MG,1,300,0.6000,0.7000,0.7300,0.5000,0.0000,0.00120744,0.00175842,0.00715535,0.08458928
TDE_MG,1,300,0.7000,0.5000,0.9700,0.5000,0.0000,0.00156103,0.00173676,0.01180619,0.10865628
TDE_MG,1,300,0.8000,0.6000,0.8800,0.5000,0.0000,0.00180356,0.00200178,0.00593919,0.07706615
TDE_MG,1,300,0.9000,0.6000,0.8800,0.4800,0.0000,0.00220465,0.00224057,0.00744812,0.08630246
TDE_MG,1,300,1.0000,0.7000,0.7900,0.5000,0.0000,0.00205366,0.00228683,0.00659455,0.08120681
TDE_MG,2,300,0.0000,0.2000,0.7300,0.3200,9.0000,0.99933364,0.99941170,0.99933258,0.99966623
TDE_MG,2,300,0.1000,0.7000,0.8500,0.4000,0.0000,0.00279114,0.00242489,0.01410116,0.11874829
TDE_MG,2,300,0.2000,0.6000,0.8800,0.5000,0.0000,0.00194914,0.00190611,0.01270508,0.11271680
TDE_MG,2,300,0.3000,0.8000,0.8800,0.4000,0.0000,0.00141216,0.00176625,0.00853572,0.09238896
TDE_MG,2,300,0.4000,0.9000,0.7300,0.4400,0.0000,0.00127002,0.00156907,0.00799694,0.08942560
TDE_MG,2,300,0.5000,0.6000,0.8800,0.4600,0.0000,0.00157044,0.00174863,0.00768604,0.08767008
TDE_MG,2,300,0.6000,0.7000,0.8200,0.4800,0.0000,0.00164636,0.00174558,0.00846299,0.09199449
TDE_MG,2,300,0.7000,0.8000,0.7300,0.4600,0.0000,0.00156139,0.00182029,0.00619147,0.07868592
TDE_MG,2,300,0.8000,0.7000,0.7600,0.5000,0.0000,0.00168501,0.00199722,0.00625530,0.07909047
TDE_MG,2,300,0.9000,0.7000,0.8800,0.4800,0.0000,0.00172959,0.00204603,0.00852594,0.09233604
TDE_MG,2,300,1.0000,0.7000,0.8200,0.5000,0.0000,0.00195367,0.00241557,0.00676678,0.08226044
TDE_ikeda,0,300,0.0000,0.6000,0.7300,0.3200,9.0000,0.99933364,0.99941170,0.99933258,0.99966623
TDE_ikeda,0,300,0.1000,1.4000,0.7600,0.5000,0.0000,0.00243593,0.00225505,0.01458261,0.12075847
TDE_ikeda,0,300,0.2000,1.6000,0.9100,0.4600,0.0000,0.00161118,0.00177904,0.01268060,0.11260816
TDE_ikeda,0,300,0.3000,1.3000,0.8800,0.5000,0.0000,0.00143751,0.00155856,0.01043342,0.10214412
TDE_ikeda,0,300,0.4000,1.4000,0.8500,0.5000,0.0000,0.00132980,0.00157082,0.01344101,0.11593539
TDE_ikeda,0,300,0.5000,1.6000,1.0000,0.5000,0.0000,0.00116739,0.00144560,0.00835586,0.09141041
TDE_ikeda,0,300,0.6000,1.4000,0.9400,0.5000,0.0000,0.00127431,0.00155621,0.01106067,0.10516970
TDE_ikeda,0,300,0.7000,1.5000,0.7900,0.5000,0.0000,0.00143634,0.00169027,0.01469501,0.12122297
TDE_ikeda,0,300,0.8000,1.6000,0.9100,0.5000,0.0000,0.00145549,0.00186067,0.02015045,0.14195228
TDE_ikeda,0,300,0.9000,1.5000,0.9700,0.4600,0.0000,0.00190986,0.00221362,0.01312646,0.11457076
TDE_ikeda,0,300,1.0000,1.4000,0.9100,0.5000,0.0000,0.00235772,0.00268902,0.01390963,0.11793910
TDE_ikeda,1,300,0.0000,0.6000,0.7300,0.3200,9.0000,0.99933364,0.99941170,0.99933258,0.99966623
TDE_ikeda,1,300,0.1000,1.4000,0.9400,0.5000,0.0000,0.00238271,0.00230572,0.01447902,0.12032879
TDE_ikeda,1,300,0.2000,1.4000,0.7600,0.4400,0.0000,0.00175787,0.00172593,0.01866177,0.13660810
TDE_ikeda,1,300,0.3000,1.4000,1.0000,0.4800,0.0000,0.00129412,0.00159537,0.01723153,0.13126894
TDE_ikeda,1,300,0.4000,1.5000,1.0000,0.4800,0.0000,0.00123522,0.00154447,0.01101454,0.10495019
TDE_ikeda,1,300,0.5000,1.4000,1.0000,0.5000,0.0000,0.00123967,0.00151309,0.00858498,0.09265515
TDE_ikeda,1,300,0.6000,1.4000,0.8500,0.5000,0.0000,0.00148433,0.00154633,0.01006096,0.10030432
TDE_ikeda,1,300,0.7000,1.3000,0.8200,0.5000,0.0000,0.00147919,0.00168127,0.01383878,0.11763832
TDE_ikeda,1,300,0.8000,1.0000,0.9700,0.5000,0.0000,0.00163794,0.00179122,0.01385392,0.11770269
TDE_ikeda,1,300,0.9000,1.3000,0.9400,0.5000,0.0000,0.00169673,0.00193342,0.01866702,0.13662730
TDE_ikeda,1,300,1.0000,1.6000,0.7900,0.5000,0.0000,0.00212230,0.00251171,0.01567941,0.12521746
TDE_ikeda,2,300,0.0000,0.6000,0.7300,0.3200,9.0000,0.99933364,0.99941170,0.99933258,0.99966623
TDE_ikeda,2,300,0.1000,1.1000,0.8200,0.4200,0.0000,0.00265211,0.00235540,0.01636811,0.12793793
TDE_ikeda,2,300,0.2000,1.2000,1.0000,0.5000,0.0000,0.00152095,0.00171052,0.01121061,0.10588018
TDE_ikeda,2,300,0.3000,1.2000,0.9400,0.5000,0.0000,0.00150449,0.00155205,0.01313443,0.11460554
TDE_ikeda,2,300,0.4000,1.3000,0.8500,0.5000,0.0000,0.00143254,0.00151464,0.01258031,0.11216197
TDE_ikeda,2,300,0.5000,1.4000,0.9400,0.5000,0.0000,0.00125630,0.00156960,0.01132450,0.10641664
TDE_ikeda,2,300,0.6000,1.4000,1.0000,0.5000,0.0000,0.00131654,0.00151502,0.01640718,0.12809053
TDE_ikeda,2,300,0.7000,1.2000,0.8800,0.5000,0.0000,0.00150032,0.00164027,0.00804799,0.08971060
TDE_ikeda,2,300,0.8000,1.6000,0.9100,0.5000,0.0000,0.00156753,0.00193383,0.01833929,0.13542262
TDE_ikeda,2,300,0.9000,1.6000,0.7600,0.5000,0.0000,0.00180873,0.00200237,0.01433573,0.11973189
TDE_ikeda,2,300,1.0000,1.6000,0.9400,0.4800,0.0000,0.00213757,0.00251640,0.01543966,0.12425643
