### task_name: narma
### 10 0
### input_signal_factor [0.4, 0.6]
function_name,seed,unit_size,p,input_singal_factor,input_gain,feed_gain,lm,train_nmse,nmse,test_nmse,test_nrmse
TDE_MG,0,300,0.0000,0.4000,0.0500,0.7700,9.0000,0.99474326,1.00624441,0.99465611,0.99732448
TDE_MG,0,300,0.1000,0.5400,0.4000,0.8300,0.0000,0.16384586,0.16053604,0.16655592,0.40811263
TDE_MG,0,300,0.2000,0.4600,0.4000,0.9300,0.0000,0.15644457,0.15048757,0.17696379,0.42067065
TDE_MG,0,300,0.3000,0.6000,0.5000,0.9300,0.0000,0.15034207,0.14664459,0.15470348,0.39332363
TDE_MG,0,300,0.4000,0.5600,0.4500,0.9300,0.0000,0.14515141,0.14719379,0.14929424,0.38638612
TDE_MG,0,300,0.5000,0.5000,0.4500,0.9300,0.0000,0.14801680,0.13972605,0.15559480,0.39445507
TDE_MG,0,300,0.6000,0.5800,0.5000,0.9300,0.0000,0.15227629,0.14834632,0.15593939,0.39489162
TDE_MG,0,300,0.7000,0.5200,0.5000,0.9100,0.0000,0.14879879,0.14290045,0.15447321,0.39303080
TDE_MG,0,300,0.8000,0.5800,0.4000,0.9500,0.0000,0.14916047,0.14599371,0.15253935,0.39056286
TDE_MG,0,300,0.9000,0.4200,0.4500,0.9500,0.0000,0.15262146,0.14625221,0.15577178,0.39467934
TDE_MG,0,300,1.0000,0.5400,0.5000,0.9300,0.0000,0.14982734,0.14913266,0.15343780,0.39171137
TDE_MG,1,300,0.0000,0.4000,0.0500,0.7700,9.0000,0.99474326,1.00624441,0.99465611,0.99732448
TDE_MG,1,300,0.1000,0.6000,0.5000,0.8100,0.0000,0.16102509,0.15787741,0.16125702,0.40156820
TDE_MG,1,300,0.2000,0.5200,0.5000,0.8500,0.0000,0.15636197,0.15201343,0.15627334,0.39531422
TDE_MG,1,300,0.3000,0.6000,0.4500,0.8300,0.0000,0.15420203,0.14927023,0.15624655,0.39528035
TDE_MG,1,300,0.4000,0.6000,0.4500,0.9100,0.0000,0.15129188,0.14611045,0.15389248,0.39229132
TDE_MG,1,300,0.5000,0.5600,0.5000,0.9500,0.0000,0.15100421,0.14682047,0.15672541,0.39588561
TDE_MG,1,300,0.6000,0.4800,0.5000,0.9100,0.0000,0.14823418,0.14488688,0.14983457,0.38708471
TDE_MG,1,300,0.7000,0.6000,0.4000,0.9300,0.0000,0.14998167,0.13981365,0.15756009,0.39693839
TDE_MG,1,300,0.8000,0.5400,0.4500,0.9500,0.0000,0.14887862,0.14472549,0.15433888,0.39285987
TDE_MG,1,300,0.9000,0.4600,0.5000,0.9100,0.0000,0.15155523,0.14860583,0.15392550,0.39233340
TDE_MG,1,300,1.0000,0.4000,0.5000,0.9300,0.0000,0.14965494,0.14665699,0.15414872,0.39261778
