t,unit,input,output
500,1,-1.74879,-1.74879
500,2,-1.67036,-1.67036
500,3,-1.75333,-1.75333
500,4,1.68381,1.68381
500,5,1.71514,1.71514
500,6,1.74401,1.74401
500,7,-1.7592,-1.7592
500,8,1.74094,1.74094
500,9,-1.78312,-1.78312
500,10,-1.67064,-1.67064
500,11,-1.89085,-1.89085
500,12,1.80468,1.80468
500,13,-1.80413,-1.80413
500,14,-1.83125,-1.83125
500,15,1.77522,1.77522
500,16,-1.70176,-1.70176
500,17,1.86878,1.86878
500,18,-1.77318,-1.77318
500,19,-1.81347,-1.81347
500,20,1.72075,1.72075
501,1,-0.0639785,-0.0639785
501,2,-0.247667,-0.247667
501,3,-0.234521,-0.234521
501,4,0.538063,0.538063
501,5,0.526289,0.526289
501,6,0.369026,0.369026
501,7,-0.366531,-0.366531
501,8,0.527617,0.527617
501,9,-0.22393,-0.22393
501,10,-0.248427,-0.248427
501,11,0.112513,0.112513
501,12,-0.0929121,-0.0929121
501,13,-0.0557938,-0.0557938
501,14,0.094232,0.094232
501,15,0.210125,0.210125
501,16,-0.232879,-0.232879
501,17,-0.420185,-0.420185
501,18,-0.216528,-0.216528
501,19,-0.214861,-0.214861
501,20,0.216554,0.216554
502,1,-1.972,-1.972
502,2,-1.94402,-1.94402
502,3,-2.02699,-2.02699
502,4,2.05658,2.05658
502,5,2.08958,2.08958
502,6,2.06746,2.06746
502,7,-2.08402,-2.08402
502,8,2.11626,2.11626
502,9,-2.0566,-2.0566
502,10,-1.94522,-1.94522
502,11,-2.06616,-2.06616
502,12,1.97806,1.97806
502,13,-2.02826,-2.02826
502,14,-2.00529,-2.00529
502,15,2.04887,2.04887
502,16,-1.9752,-1.9752
502,17,1.94189,1.94189
502,18,-2.04724,-2.04724
502,19,-2.089,-2.089
502,20,1.9949,1.9949
503,1,-1.24461,-1.24461
503,2,-1.43986,-1.43986
503,3,-1.45365,-1.45365
503,4,1.80175,1.80175
503,5,1.79901,1.79901
503,6,1.61734,1.61734
503,7,-1.61917,-1.61917
503,8,1.80975,1.80975
503,9,-1.45195,-1.45195
503,10,-1.44071,-1.44071
503,11,-1.07977,-1.07977
503,12,1.07216,1.07216
503,13,-1.2547,-1.2547
503,14,-1.0802,-1.0802
503,15,1.43341,1.43341
503,16,-1.43378,-1.43378
503,17,0.695477,0.695477
503,18,-1.43986,-1.43986
503,19,-1.45214,-1.45214
503,20,1.42211,1.42211
504,1,1.34564,1.34564
504,2,1.26524,1.26524
504,3,1.16819,1.16819
504,4,-0.92626,-0.92626
504,5,-0.89036,-0.89036
504,6,-1.02222,-1.02222
504,7,1.00301,1.00301
504,8,-0.857197,-0.857197
504,9,1.13578,1.13578
504,10,1.26358,1.26358
504,11,1.34211,1.34211
504,12,-1.44282,-1.44282
504,13,1.27963,1.27963
504,14,1.40987,1.40987
504,15,-1.15056,-1.15056
504,16,1.23248,1.23248
504,17,-1.70161,-1.70161
504,18,1.15013,1.15013
504,19,1.09965,1.09965
504,20,-1.21455,-1.21455
