### task_name: approx
### 5 1.5
### input_signal_factor [0.5, 20.5]
### weight_factor [0.1, 1.1]
function_name,seed,unit_size,p,input_singal_factor,bias_factor,weight_factor,lm,train_nmse,nmse,test_nmse
sinc,0,100,0.0000,18.5000,0.0000,0.1000,0.0000,0.98017559,0.98902229,1.00109422
sinc,0,100,0.1000,12.5000,2.0000,0.1400,1.0000,0.00069015,0.00074132,0.00077255
sinc,0,100,0.2000,16.5000,1.0000,0.1200,0.0000,0.04393175,0.04785471,0.04490771
sinc,0,100,0.3000,2.5000,2.0000,0.1400,0.0000,0.63247384,0.72591631,0.71530006
sinc,0,100,0.4000,0.5000,5.0000,0.2200,1.0000,0.90141859,0.94952859,0.95967794
sinc,0,100,0.5000,0.5000,5.0000,0.2200,0.0000,0.91656875,0.97562937,0.98260599
sinc,0,100,0.6000,0.5000,4.0000,0.2200,0.0000,0.90793272,0.97693571,0.98938006
sinc,0,100,0.7000,0.5000,2.0000,0.2000,7.0000,0.97978616,0.99546850,1.00404896
sinc,0,100,0.8000,0.5000,1.0000,0.1600,6.0000,0.97447857,0.99569266,1.00652626
sinc,0,100,0.9000,0.5000,3.0000,0.2000,6.0000,0.97708303,0.99669128,1.00608678
sinc,0,100,1.0000,0.5000,3.0000,0.2200,6.0000,0.97691686,0.99429451,1.00587398
sinc,1,100,0.0000,18.5000,4.0000,0.2200,0.0000,0.97909527,0.98885877,0.99516096
sinc,1,100,0.1000,16.5000,1.0000,0.1200,1.0000,0.00090050,0.00094373,0.00099678
sinc,1,100,0.2000,18.5000,1.0000,0.1000,0.0000,0.02206865,0.02495296,0.02557075
sinc,1,100,0.3000,2.5000,5.0000,0.1400,0.0000,0.54375663,0.57130346,0.59242441
sinc,1,100,0.4000,0.5000,1.0000,0.2200,0.0000,0.85007193,0.90590061,0.90092867
sinc,1,100,0.5000,0.5000,5.0000,0.2200,0.0000,0.91227405,0.96794858,1.00196133
sinc,1,100,0.6000,0.5000,5.0000,0.2200,0.0000,0.93469266,0.99023721,0.99413551
sinc,1,100,0.7000,0.5000,4.0000,0.0800,1.0000,0.97881602,0.99457212,1.00699649
sinc,1,100,0.8000,0.5000,3.0000,0.2200,6.0000,0.97391286,0.99479938,1.00713375
sinc,1,100,0.9000,0.5000,4.0000,0.1400,3.0000,0.97285834,0.99595690,1.00851145
sinc,1,100,1.0000,0.5000,4.0000,0.2200,5.0000,0.97353141,0.99515407,1.00806142
sinc,2,100,0.0000,20.5000,3.0000,0.1600,0.0000,0.97986862,0.98887888,0.99629513
sinc,2,100,0.1000,10.5000,3.0000,0.1800,1.0000,0.00129631,0.00129325,0.00137719
sinc,2,100,0.2000,18.5000,1.0000,0.1000,0.0000,0.02355065,0.02504365,0.02527331
sinc,2,100,0.3000,2.5000,3.0000,0.1400,0.0000,0.62487661,0.70052398,0.67601240
sinc,2,100,0.4000,0.5000,3.0000,0.2200,0.0000,0.86699251,0.94964125,0.94070994
sinc,2,100,0.5000,0.5000,1.0000,0.2200,1.0000,0.92446481,0.98533664,0.99909010
sinc,2,100,0.6000,0.5000,2.0000,0.1600,5.0000,0.97563273,0.99494326,1.00527926
sinc,2,100,0.7000,0.5000,1.0000,0.1000,4.0000,0.97643820,0.99561051,1.00482315
sinc,2,100,0.8000,0.5000,1.0000,0.1200,5.0000,0.97731151,0.99602099,1.00455992
sinc,2,100,0.9000,0.5000,1.0000,0.1400,6.0000,0.97675187,0.99492139,1.00510468
sinc,2,100,1.0000,0.5000,1.0000,0.0800,3.0000,0.97678753,0.99486170,1.00543475
