### task_name: approx
### 3 1.5
### input_signal_factor [1, 51]
### weight_factor [0.1, 1.1]
function_name,seed,unit_size,p,input_singal_factor,bias_factor,weight_factor,lm,train_nmse,nmse,test_nmse
RND_sinc,0,20,0.0000,51.0000,12.0000,0.0800,1.0000,0.98406854,0.98930540,0.99667223
RND_sinc,0,20,0.1000,26.0000,20.0000,0.0600,0.0000,0.01191392,0.01177440,0.01193501
RND_sinc,0,20,0.2000,36.0000,8.0000,0.0400,1.0000,0.02644658,0.02675197,0.02628233
RND_sinc,0,20,0.3000,36.0000,12.0000,0.0400,0.0000,0.37076335,0.36758672,0.39491518
RND_sinc,0,20,0.4000,21.0000,20.0000,0.0800,0.0000,0.73779599,0.71167208,0.74023680
RND_sinc,0,20,0.5000,21.0000,12.0000,0.0600,4.0000,0.94376821,0.97375777,0.97504822
RND_sinc,0,20,0.6000,6.0000,20.0000,0.1600,0.0000,0.96812214,0.96197899,0.97398765
RND_sinc,0,20,0.7000,6.0000,20.0000,0.1400,5.0000,0.97241655,0.99250996,0.99800406
RND_sinc,0,20,0.8000,1.0000,20.0000,0.1600,5.0000,0.98257386,0.99274068,0.99805586
RND_sinc,0,20,0.9000,1.0000,20.0000,0.0800,1.0000,0.98003980,0.99466906,0.99817801
RND_sinc,0,20,1.0000,1.0000,4.0000,0.0400,3.0000,0.98293489,0.99812211,0.99626939
RND_sinc,1,20,0.0000,26.0000,16.0000,0.0800,0.0000,0.98058564,0.98974009,0.99483056
RND_sinc,1,20,0.1000,16.0000,4.0000,0.1200,2.0000,0.01674175,0.01758499,0.01758206
RND_sinc,1,20,0.2000,51.0000,4.0000,0.0400,0.0000,0.00421301,0.00403226,0.00430630
RND_sinc,1,20,0.3000,11.0000,20.0000,0.1000,0.0000,0.33960359,0.33803011,0.33472790
RND_sinc,1,20,0.4000,6.0000,16.0000,0.2200,4.0000,0.66623139,0.67469931,0.67047407
RND_sinc,1,20,0.5000,6.0000,20.0000,0.1800,3.0000,0.89811008,0.89982856,0.92248054
RND_sinc,1,20,0.6000,6.0000,0.0000,0.2200,0.0000,0.97349848,0.98275986,0.98435337
RND_sinc,1,20,0.7000,1.0000,8.0000,0.1800,7.0000,0.98302740,0.99217378,0.99883367
RND_sinc,1,20,0.8000,1.0000,20.0000,0.1200,4.0000,0.98481793,0.99271079,1.00148194
RND_sinc,1,20,0.9000,1.0000,12.0000,0.1000,3.0000,0.97786551,0.99274602,0.99779376
RND_sinc,1,20,1.0000,1.0000,4.0000,0.1400,5.0000,0.98306613,0.99484909,0.99872443
RND_sinc,2,20,0.0000,11.0000,20.0000,0.1600,0.0000,0.98192566,0.98905319,0.99418524
RND_sinc,2,20,0.1000,26.0000,4.0000,0.0600,1.0000,0.04249875,0.04072527,0.04434434
RND_sinc,2,20,0.2000,41.0000,4.0000,0.0400,0.0000,0.01669271,0.01660347,0.01696024
RND_sinc,2,20,0.3000,6.0000,20.0000,0.0800,1.0000,0.22757148,0.21783862,0.22110924
RND_sinc,2,20,0.4000,6.0000,12.0000,0.2200,6.0000,0.83103440,0.87152123,0.88304396
RND_sinc,2,20,0.5000,6.0000,20.0000,0.1000,1.0000,0.92117643,0.96176629,0.94786730
RND_sinc,2,20,0.6000,6.0000,20.0000,0.2200,0.0000,0.95513297,0.97680973,0.97450437
RND_sinc,2,20,0.7000,1.0000,20.0000,0.1000,4.0000,0.98432830,0.99596306,1.00050475
RND_sinc,2,20,0.8000,1.0000,8.0000,0.1800,7.0000,0.98504496,0.99509372,1.00120176
RND_sinc,2,20,0.9000,1.0000,20.0000,0.1000,2.0000,0.98296537,0.99506412,1.00189403
RND_sinc,2,20,1.0000,1.0000,20.0000,0.1600,2.0000,0.98746572,0.99785295,1.00118613
