### task_name: approx
### 3 5
### input_signal_factor [1, 51]
### weight_factor [0.1, 1.1]
function_name,seed,unit_size,p,input_singal_factor,bias_factor,weight_factor,lm,train_nmse,nmse,test_nmse
sinc,0,50,0.0000,31.0000,20.0000,0.1200,0.0000,0.97458889,0.97424213,0.98583783
sinc,0,50,0.1000,51.0000,16.0000,0.1000,3.0000,0.21347619,0.20522456,0.21057952
sinc,0,50,0.2000,41.0000,16.0000,0.1200,0.0000,0.07018151,0.07295639,0.06464081
sinc,0,50,0.3000,41.0000,20.0000,0.1400,0.0000,0.54491112,0.55549131,0.54629830
sinc,0,50,0.4000,36.0000,20.0000,0.2000,0.0000,0.79827105,0.84903779,0.81810841
sinc,0,50,0.5000,6.0000,20.0000,0.0800,0.0000,0.90290358,0.94573783,0.95381094
sinc,0,50,0.6000,6.0000,12.0000,0.1000,0.0000,0.92666212,0.96659262,0.98979106
sinc,0,50,0.7000,1.0000,20.0000,0.2200,2.0000,0.94421828,0.97276862,0.98424990
sinc,0,50,0.8000,1.0000,20.0000,0.2200,2.0000,0.95294054,0.97986057,0.99181493
sinc,0,50,0.9000,1.0000,4.0000,0.0800,4.0000,0.97043728,0.98014349,0.98527074
sinc,0,50,1.0000,1.0000,4.0000,0.0400,1.0000,0.96928841,0.98040271,0.98557452
sinc,1,50,0.0000,51.0000,16.0000,0.1000,1.0000,0.97480744,0.97439003,0.98449514
sinc,1,50,0.1000,51.0000,20.0000,0.1000,3.0000,0.03095232,0.03308484,0.03177788
sinc,1,50,0.2000,51.0000,20.0000,0.1000,0.0000,0.04553864,0.04492772,0.04567451
sinc,1,50,0.3000,31.0000,20.0000,0.1600,5.0000,0.45184416,0.48458191,0.43743222
sinc,1,50,0.4000,41.0000,20.0000,0.1200,0.0000,0.75453094,0.80168880,0.77658539
sinc,1,50,0.5000,31.0000,20.0000,0.1800,4.0000,0.90717602,0.93697810,0.93174094
sinc,1,50,0.6000,1.0000,16.0000,0.2000,2.0000,0.92883377,0.95743177,0.97897002
sinc,1,50,0.7000,1.0000,16.0000,0.2200,0.0000,0.93592521,0.96383240,0.99110362
sinc,1,50,0.8000,1.0000,8.0000,0.1400,0.0000,0.92042121,0.97244821,0.98575880
sinc,1,50,0.9000,1.0000,4.0000,0.1200,0.0000,0.94038234,0.97965708,1.00023307
sinc,1,50,1.0000,1.0000,4.0000,0.0400,2.0000,0.97026121,0.98069650,0.98506380
sinc,2,50,0.0000,1.0000,16.0000,0.0200,1.0000,0.97429134,0.97479152,0.98316677
sinc,2,50,0.1000,51.0000,12.0000,0.1000,2.0000,0.19247089,0.19758347,0.19377200
sinc,2,50,0.2000,51.0000,20.0000,0.1000,2.0000,0.19157235,0.21553182,0.19151325
sinc,2,50,0.3000,46.0000,20.0000,0.1200,0.0000,0.64371166,0.66050877,0.64467127
sinc,2,50,0.4000,41.0000,20.0000,0.1400,4.0000,0.85419351,0.87080311,0.86032659
sinc,2,50,0.5000,6.0000,20.0000,0.1000,0.0000,0.90019921,0.94442757,0.95738341
sinc,2,50,0.6000,1.0000,16.0000,0.1400,1.0000,0.93780408,0.96384614,0.96822380
sinc,2,50,0.7000,1.0000,12.0000,0.1800,1.0000,0.92131777,0.95807576,0.98317439
sinc,2,50,0.8000,1.0000,8.0000,0.1000,0.0000,0.95272681,0.97737887,0.99236590
sinc,2,50,0.9000,1.0000,8.0000,0.1200,0.0000,0.94613395,0.97599249,0.99106020
sinc,2,50,1.0000,1.0000,4.0000,0.0400,1.0000,0.96909907,0.98092965,0.98612193
