t,unit,output
500,1,0.22538
500,2,0.228589
500,3,0.216227
500,4,0.21685
500,5,0.216403
500,6,0.215205
500,7,0.185652
500,8,0.188224
500,9,0.186976
500,10,0.18827
500,11,0.189108
500,12,0.189601
500,13,0.189845
500,14,0.166219
500,15,0.168347
500,16,0.173447
500,17,0.149635
500,18,0.157288
500,19,0.163834
500,20,0.169412
500,21,0.174153
500,22,0.178179
500,23,0.202229
500,24,0.204075
500,25,0.178953
500,26,0.186416
500,27,0.192689
500,28,0.197899
500,29,0.196345
500,30,0.188667
500,31,0.193126
500,32,0.196583
500,33,0.19924
500,34,0.191274
500,35,0.190368
500,36,0.193133
500,37,0.19145
500,38,0.192916
500,39,0.200477
500,40,0.202302
500,41,0.19953
500,42,0.200035
500,43,0.200046
500,44,0.199723
500,45,0.22086
500,46,0.219359
500,47,0.208867
500,48,0.209373
500,49,0.209306
500,50,0.183337
501,1,0.189136
501,2,0.163909
501,3,0.18874
501,4,0.192618
501,5,0.195898
501,6,0.198561
501,7,0.212406
501,8,0.209071
501,9,0.193398
501,10,0.192691
501,11,0.192197
501,12,0.191839
501,13,0.191564
501,14,0.173115
501,15,0.161593
501,16,0.163228
501,17,0.180563
501,18,0.177353
501,19,0.175488
501,20,0.17465
501,21,0.174581
501,22,0.175078
501,23,0.174753
501,24,0.178798
501,25,0.162579
501,26,0.165867
501,27,0.169567
501,28,0.173475
501,29,0.163125
501,30,0.188594
501,31,0.189219
501,32,0.190235
501,33,0.191477
501,34,0.212989
501,35,0.196925
501,36,0.196402
501,37,0.182673
501,38,0.184086
501,39,0.159958
501,40,0.165799
501,41,0.156649
501,42,0.162633
501,43,0.167793
501,44,0.172198
501,45,0.171347
501,46,0.177969
501,47,0.20101
501,48,0.202163
501,49,0.203148
501,50,0.183735
502,1,0.18448
502,2,0.198954
502,3,0.171567
502,4,0.17447
502,5,0.177426
502,6,0.180341
502,7,0.192965
502,8,0.195186
502,9,0.204568
502,10,0.20293
502,11,0.201449
502,12,0.200124
502,13,0.198943
502,14,0.171676
502,15,0.182878
502,16,0.180167
502,17,0.194148
502,18,0.191832
502,19,0.189577
502,20,0.187518
502,21,0.185734
502,22,0.184264
502,23,0.193855
502,24,0.191778
502,25,0.165567
502,26,0.165608
502,27,0.166154
502,28,0.167164
502,29,0.179057
502,30,0.154415
502,31,0.159215
502,32,0.163494
502,33,0.167354
502,34,0.144274
502,35,0.160833
502,36,0.165739
502,37,0.178707
502,38,0.179449
502,39,0.194772
502,40,0.190776
502,41,0.199118
502,42,0.194086
502,43,0.190459
502,44,0.18794
502,45,0.19687
502,46,0.194263
502,47,0.16749
502,48,0.172272
502,49,0.176531
502,50,0.152299
503,1,0.156737
503,2,0.162474
503,3,0.171336
503,4,0.171768
503,5,0.172548
503,6,0.173623
503,7,0.19611
503,8,0.195982
503,9,0.176892
503,10,0.180484
503,11,0.183376
503,12,0.185686
503,13,0.187514
503,14,0.209659
503,15,0.189488
503,16,0.188202
503,17,0.208649
503,18,0.206329
503,19,0.204019
503,20,0.201743
503,21,0.199535
503,22,0.197428
503,23,0.170315
503,24,0.173275
503,25,0.197274
503,26,0.192906
503,27,0.189216
503,28,0.186174
503,29,0.169387
503,30,0.176469
503,31,0.17409
503,32,0.172628
503,33,0.171901
503,34,0.178144
503,35,0.163169
503,36,0.163524
503,37,0.149875
503,38,0.153954
503,39,0.160281
503,40,0.164487
503,41,0.149941
503,42,0.15603
503,43,0.160779
503,44,0.164525
503,45,0.141965
503,46,0.149178
503,47,0.159678
503,48,0.161415
503,49,0.1635
503,50,0.188595
504,1,0.184201
504,2,0.186223
504,3,0.181194
504,4,0.179894
504,5,0.178881
504,6,0.178156
504,7,0.154302
504,8,0.160051
504,9,0.168366
504,10,0.170037
504,11,0.171877
504,12,0.173782
504,13,0.175676
504,14,0.15183
504,15,0.161886
504,16,0.165516
504,17,0.143562
504,18,0.15222
504,19,0.159364
504,20,0.16521
504,21,0.169944
504,22,0.173735
504,23,0.199171
504,24,0.195599
504,25,0.168904
504,26,0.172215
504,27,0.17456
504,28,0.176162
504,29,0.181891
504,30,0.177208
504,31,0.176778
504,32,0.176205
504,33,0.175612
504,34,0.171713
504,35,0.177753
504,36,0.175791
504,37,0.18062
504,38,0.176941
504,39,0.179857
504,40,0.177737
504,41,0.1823
504,42,0.178677
504,43,0.176208
504,44,0.174597
504,45,0.200076
504,46,0.193055
504,47,0.187655
504,48,0.184036
504,49,0.181204
504,50,0.156433
505,1,0.160263
505,2,0.146049
505,3,0.129367
505,4,0.136337
505,5,0.142205
505,6,0.147164
505,7,0.174151
505,8,0.172206
505,9,0.149317
505,10,0.152175
505,11,0.154892
505,12,0.157498
505,13,0.160005
505,14,0.175401
505,15,0.152158
505,16,0.154
505,17,0.179812
505,18,0.176006
505,19,0.173711
505,20,0.172538
505,21,0.17218
505,22,0.172395
505,23,0.193263
505,24,0.193585
505,25,0.205072
505,26,0.20054
505,27,0.196957
505,28,0.194088
505,29,0.168014
505,30,0.148404
505,31,0.152318
505,32,0.155613
505,33,0.158371
505,34,0.140233
505,35,0.121636
505,36,0.129106
505,37,0.11201
505,38,0.120966
505,39,0.112405
505,40,0.121416
505,41,0.105361
505,42,0.115473
505,43,0.123851
505,44,0.13085
505,45,0.157476
505,46,0.162383
505,47,0.143287
505,48,0.148907
505,49,0.153362
505,50,0.169871
506,1,0.168546
506,2,0.193668
506,3,0.199285
506,4,0.190603
506,5,0.183927
506,6,0.178856
506,7,0.165144
506,8,0.166118
506,9,0.14379
506,10,0.144947
506,11,0.146319
506,12,0.147861
506,13,0.149536
506,14,0.165557
506,15,0.143277
506,16,0.144756
506,17,0.135515
506,18,0.1411
506,19,0.145598
506,20,0.149314
