t,unit,output
500,1,0.0188353
500,2,0.0325045
500,3,0.0255218
500,4,0.0197975
500,5,0.0155335
500,6,0.096102
500,7,0.0912656
500,8,-0.0084354
500,9,-0.0109532
500,10,0.0490548
500,11,0.0482633
500,12,0.0464323
500,13,0.0437884
500,14,0.0405951
500,15,0.0371181
500,16,0.0336011
500,17,0.030251
500,18,0.0272297
500,19,0.0246531
500,20,0.103654
501,1,0.00806788
501,2,0.0375868
501,3,0.0351738
501,4,0.0320986
501,5,0.0287855
501,6,0.0736666
501,7,0.0771864
501,8,-0.000847357
501,9,-0.00286852
501,10,0.0781224
501,11,0.0721506
501,12,0.0670069
501,13,0.0623632
501,14,0.0580096
501,15,0.0538313
501,16,0.0497853
501,17,0.0458784
501,18,0.0421487
501,19,0.0386496
501,20,0.0805545
502,1,0.0430819
502,2,0.0469027
502,3,0.0445569
502,4,0.0420652
502,5,0.0394093
502,6,0.0785328
502,7,0.0782635
502,8,0.0251402
502,9,0.0195385
502,10,0.0483624
502,11,0.05312
502,12,0.0558974
502,13,0.0571906
502,14,0.0573544
502,15,0.0566498
502,16,0.0552769
502,17,0.0533972
502,18,0.0511475
502,19,0.0486479
502,20,0.086819
503,1,-0.0128742
503,2,0.0344499
503,3,0.0364713
503,4,0.0375901
503,5,0.0379539
503,6,0.0444698
503,7,0.0512286
503,8,0.0216961
503,9,0.0212646
503,10,0.0919531
503,11,0.0841865
503,12,0.0785287
503,13,0.0742611
503,14,0.0708797
503,15,0.0680337
503,16,0.0654824
503,17,0.0630653
503,18,0.0606818
503,19,0.058275
503,20,0.0603838
504,1,0.126432
504,2,0.0774844
504,3,0.0692818
504,4,0.0629435
504,5,0.0579456
504,6,-0.0164182
504,7,-0.00288883
504,8,0.0514022
504,9,0.0453747
504,10,-0.0342551
504,11,-0.0105668
504,12,0.0072523
504,13,0.0206541
504,14,0.0306992
504,15,0.0381661
504,16,0.0436293
504,17,0.0475165
504,18,0.0501496
504,19,0.0517747
504,20,-0.023498
505,1,-0.0342733
505,2,-0.0064697
505,3,0.0086806
505,4,0.0195332
505,5,0.0272157
505,6,0.0730323
505,7,0.0578481
505,8,-0.000449891
505,9,0.00871502
505,10,0.0346119
505,11,0.0255762
505,12,0.0219114
505,13,0.0216599
505,14,0.0234678
505,15,0.0264074
505,16,0.0298518
505,17,0.0333848
505,18,0.0367377
505,19,0.0397451
505,20,0.0821429
506,1,0.00315264
506,2,0.021268
506,3,0.0187505
506,4,0.0189071
506,5,0.0205688
506,6,0.0996365
506,7,0.0912789
506,8,-0.0109268
506,9,-0.00699847
506,10,0.0570039
506,11,0.0507183
506,12,0.044957
506,13,0.0402976
506,14,0.0369316
506,15,0.0348268
506,16,0.0338318
506,17,0.0337424
506,18,0.0343414
506,19,0.0354222
506,20,0.111151
507,1,0.0302907
507,2,0.046879
507,3,0.0412533
507,4,0.0367841
507,5,0.033541
507,6,0.108235
507,7,0.104844
507,8,-0.000242904
507,9,-0.00159402
507,10,0.0646368
507,11,0.0618531
507,12,0.0584739
507,13,0.0548386
507,14,0.0512572
507,15,0.0479711
507,16,0.0451432
507,17,0.0428631
507,18,0.0411587
507,19,0.0400114
507,20,0.112647
508,1,0.0284925
508,2,0.051081
508,3,0.0491155
508,4,0.0466492
508,5,0.0440276
508,6,0.108028
508,7,0.107391
508,8,0.00372009
508,9,0.00265727
508,10,0.0745577
508,11,0.0720168
508,12,0.0693082
508,13,0.0664143
508,14,0.0633829
508,15,0.0603005
508,16,0.0572691
508,17,0.0543879
508,18,0.051742
508,19,0.0493959
508,20,0.111809
509,1,0.0389432
509,2,0.0560382
509,3,0.0546537
509,4,0.0530528
509,5,0.0512478
509,6,0.12478
509,7,0.121302
509,8,0.0151685
509,9,0.0126662
509,10,0.0735562
509,11,0.0732483
509,12,0.0724603
509,13,0.0712511
509,14,0.0696774
509,15,0.0678021
509,16,0.0656955
509,17,0.0634339
509,18,0.0610956
509,19,0.0587556
509,20,0.130697
510,1,0.0347064
510,2,0.0607461
510,3,0.0595276
510,4,0.0582327
510,5,0.0568357
510,6,0.0986465
510,7,0.103178
510,8,0.0107682
510,9,0.0111478
510,10,0.0890636
510,11,0.0859005
510,12,0.0832125
510,13,0.0808202
510,14,0.0785916
510,15,0.0764337
510,16,0.0742861
510,17,0.0721156
510,18,0.0699116
510,19,0.0676804
510,20,0.106522
511,1,0.0581216
511,2,0.0650753
511,3,0.0639658
511,4,0.0628191
511,5,0.0616224
511,6,0.114121
511,7,0.111932
511,8,0.0383472
511,9,0.0329073
511,10,0.0697061
511,11,0.0729449
511,12,0.0749984
511,13,0.0761628
511,14,0.0766486
511,15,0.0766056
511,16,0.0761417
511,17,0.0753365
511,18,0.0742515
511,19,0.0729373
511,20,0.124099
512,1,0.015178
512,2,0.056554
512,3,0.0580364
512,4,0.0589929
512,5,0.0595188
512,6,0.0649286
512,7,0.0743294
512,8,0.0318462
512,9,0.0320584
512,10,0.104528
512,11,0.0982115
512,12,0.0935689
512,13,0.0900877
512,14,0.0873998
512,15,0.085241
512,16,0.0834211
512,17,0.0818042
512,18,0.0802937
512,19,0.0788224
512,20,0.0798563
513,1,0.121308
513,2,0.0859032
513,3,0.0803299
513,4,0.0760625
513,5,0.0727537
513,6,-0.0208406
513,7,-0.00180658
513,8,0.0823965
513,9,0.0723289
513,10,0.0158787
513,11,0.0323452
513,12,0.04459
513,13,0.0536895
513,14,0.0604316
513,15,0.0653935
513,16,0.068999
513,17,0.07156
513,18,0.0733068
513,19,0.0744099
513,20,-0.0183326
514,1,-0.0839741
514,2,-0.0268739
514,3,-0.00543317
514,4,0.010866
514,5,0.0232435
514,6,0.0740316
514,7,0.0588639
514,8,-0.0167675
514,9,0.00105181
514,10,0.082239
514,11,0.0722603
514,12,0.0667262
514,13,0.0641189
514,14,0.0633814
514,15,0.0637838
514,16,0.0648269
514,17,0.0661735
514,18,0.0676001
514,19,0.0689621
514,20,0.110263
515,1,0.102232
515,2,0.0698697
515,3,0.0548091
515,4,0.0460205
515,5,0.0414651
515,6,0.00110692
515,7,0.0126583
515,8,0.0497283
515,9,0.039993
515,10,0.0177436
515,11,0.0286469
515,12,0.0362628
515,13,0.041834
515,14,0.0461435
515,15,0.0496716
515,16,0.0527026
515,17,0.0553968
515,18,0.0578375
515,19,0.0600624
515,20,0.0207629
516,1,-0.067458
516,2,-0.00618175
516,3,0.00601643
516,4,0.0140172
516,5,0.0195068
516,6,0.0333202
516,7,0.0291878
516,8,0.0026633
516,9,0.0101292
516,10,0.0859887
516,11,0.0745204
516,12,0.0668689
516,13,0.0618619
516,14,0.0587182
516,15,0.0569089
516,16,0.0560676
516,17,0.0559335
516,18,0.0563143
516,19,0.0570639
516,20,0.0623419
517,1,0.131827
517,2,0.0715471
517,3,0.058441
517,4,0.0495562
517,5,0.0435464
517,6,-0.00255284
517,7,0.00379529
517,8,0.0366176
517,9,0.0313199
517,10,-0.0558291
517,11,-0.0297592
517,12,-0.0104336
517,13,0.00402548
517,14,0.014964
517,15,0.023353
517,16,0.0298959
517,17,0.0351034
517,18,0.0393456
517,19,0.0428893
517,20,-0.00639163
518,1,0.0183729
518,2,0.0221139
518,3,0.0293793
518,4,0.0334147
518,5,0.035441
518,6,0.0178728
518,7,0.0150573
518,8,0.0270224
518,9,0.0278819
518,10,0.00885026
518,11,0.00112836
518,12,-0.00118404
518,13,-0.000142133
518,14,0.0028791
518,15,0.00697388
518,16,0.0115583
518,17,0.0162673
518,18,0.020883
518,19,0.0252842
518,20,0.00924063
519,1,-0.0576767
519,2,-0.0203838
519,3,-0.0104311
519,4,-0.00166197
519,5,0.00575863
519,6,0.0836804
519,7,0.0699558
519,8,-0.0261909
519,9,-0.0153764
519,10,0.0559101
519,11,0.0449538
519,12,0.0357262
519,13,0.0285525
519,14,0.0234178
519,15,0.0201291
519,16,0.0184149
519,17,0.0179854
519,18,0.0185649
519,19,0.0199088
519,20,0.0956959
520,1,0.0384497
520,2,0.0382411
520,3,0.0285066
520,4,0.0224729
520,5,0.0191301
520,6,0.0765578
520,7,0.0752374
520,8,0.00613546
520,9,0.00183309
520,10,0.0393412
520,11,0.0404637
520,12,0.0395162
520,13,0.0373235
520,14,0.0345424
520,15,0.0316597
520,16,0.0290107
520,17,0.0268057
520,18,0.0251575
520,19,0.0241078
520,20,0.0820011
521,1,-0.0185181
521,2,0.0256025
521,3,0.0261833
521,4,0.0254412
521,5,0.024179
521,6,0.0398731
521,7,0.046946
521,8,0.0110906
521,9,0.0092391
521,10,0.0892245
521,11,0.0794723
521,12,0.0714811
521,13,0.0646496
521,14,0.0586281
521,15,0.0532345
521,16,0.0483897
521,17,0.0440729
521,18,0.0402898
521,19,0.0370534
521,20,0.0498334
522,1,0.089064
522,2,0.0573722
522,3,0.0511344
522,4,0.0459958
522,5,0.0416324
522,6,-0.0436082
522,7,-0.0254973
522,8,0.0603838
522,9,0.0501549
