t,unit,output
500,1,-0.0148124
500,2,-0.0107856
500,3,-0.0115148
500,4,-0.00797718
500,5,-0.00910303
500,6,-0.00725425
500,7,-0.00572977
500,8,-0.00444461
500,9,0.00140749
500,10,-0.0109935
500,11,-0.00385675
500,12,-0.0151653
500,13,-0.0113523
500,14,-0.00833894
500,15,-0.00595366
500,16,-0.0062229
500,17,-0.00300392
500,18,0.00848587
500,19,0.0155541
500,20,0.00439223
501,1,0.00188727
501,2,-0.0127497
501,3,0.00170433
501,4,-0.0127073
501,5,0.00191421
501,6,0.000718322
501,7,-0.000122733
501,8,-0.000686456
501,9,-0.0409104
501,10,0.00649493
501,11,-0.0350059
501,12,0.0119995
501,13,0.00895357
501,14,0.00669802
501,15,0.0050478
501,16,0.0175601
501,17,0.0148778
501,18,-0.0289058
501,19,-0.0676089
501,20,-0.0181023
502,1,-0.0154949
502,2,-0.0160769
502,3,-0.0121692
502,4,-0.013182
502,5,-0.00963685
502,6,-0.00828618
502,7,-0.00722138
502,8,-0.006369
502,9,-0.0135384
502,10,-0.00286446
502,11,-0.0100674
502,12,0.0005487
502,13,0.00164499
502,14,0.00230408
502,15,0.00266196
502,16,0.00526292
502,17,0.00651704
502,18,-0.00484882
502,19,-0.0175087
502,20,-0.0114583
503,1,-0.0119848
503,2,-0.0273121
503,3,-0.00888538
503,4,-0.0244093
503,5,-0.00617952
503,6,-0.0064543
503,7,-0.00655435
503,8,-0.00653018
503,9,-0.0519457
503,10,-0.0194516
503,11,-0.063017
503,12,-0.0294289
503,13,-0.0253758
503,14,-0.0217654
503,15,-0.0185792
503,16,-4.10413e-05
503,17,0.00081436
503,18,-0.0242227
503,19,-0.0447299
503,20,0.00611823
504,1,0.00375696
504,2,-0.00981604
504,3,0.00195051
504,4,-0.0111786
504,5,0.000959774
504,6,-7.27924e-06
504,7,-0.000861245
504,8,-0.00160067
504,9,-0.0383006
504,10,0.0156984
504,11,-0.0240128
504,12,0.0279498
504,13,0.0209943
504,14,0.0154169
504,15,0.0109826
504,16,0.0206708
504,17,0.0180808
504,18,-0.033428
504,19,-0.0779096
504,20,-0.0340198
505,1,-0.0290924
505,2,-0.0169709
505,3,-0.0236484
505,4,-0.0123347
505,5,-0.019688
505,6,-0.017121
505,7,-0.0150001
505,8,-0.0132524
505,9,0.0128174
505,10,-0.0320146
505,11,-0.00247451
505,12,-0.0445751
505,13,-0.0360226
505,14,-0.0293131
505,15,-0.0240571
505,16,-0.0284674
505,17,-0.0223959
505,18,0.0226123
505,19,0.0588931
505,20,0.0217021
506,1,0.0150767
506,2,0.0259286
506,3,0.00681428
506,4,0.0190764
506,5,0.00114
506,6,-0.00124187
506,7,-0.00303642
506,8,-0.00436894
506,9,0.0385194
506,10,-0.00126244
506,11,0.0402689
506,12,0.00163191
506,13,-0.00327955
506,14,-0.00667523
506,15,-0.00894243
506,16,-0.023854
506,17,-0.0236638
506,18,0.0151988
506,19,0.0450286
506,20,-0.000977124
507,1,0.00111685
507,2,-0.0108635
507,3,0.00473708
507,4,-0.00820708
507,5,0.00663998
507,6,0.00561191
507,7,0.00448387
507,8,0.00332915
507,9,-0.0351738
507,10,0.0100786
507,11,-0.0291865
507,12,0.0150065
507,13,0.0126213
507,14,0.0101044
507,15,0.00762003
507,16,0.0186097
507,17,0.0130957
507,18,-0.0305729
507,19,-0.0710285
507,20,-0.0212124
508,1,-0.0182999
508,2,-0.0263633
508,3,-0.0129138
508,4,-0.0214891
508,5,-0.00853888
508,6,-0.00669313
508,7,-0.00523526
508,8,-0.00411816
508,9,-0.0350734
508,10,0.0163325
508,11,-0.0168657
508,12,0.0323752
508,13,0.0297986
508,14,0.0272298
508,15,0.024672
508,16,0.03246
508,17,0.0299342
508,18,-0.0216232
508,19,-0.0676175
508,20,-0.0313195
509,1,-0.0296213
509,2,-0.0116191
509,3,-0.0270597
509,4,-0.00904194
509,5,-0.0245048
509,6,-0.0221816
509,7,-0.0199712
509,8,-0.0179034
509,9,0.0288277
509,10,5.61002e-05
509,11,0.0454197
509,12,0.0128295
509,13,0.0150428
509,14,0.0166324
509,15,0.0176811
509,16,0.00167368
509,17,0.00535983
509,18,0.030212
509,19,0.056718
509,20,0.00177679
510,1,-0.00231861
510,2,0.00010383
510,3,-0.0048045
510,4,-0.00187294
510,5,-0.00634015
510,6,-0.00840642
510,7,-0.00991487
510,8,-0.0109569
510,9,0.00140103
510,10,-0.0135454
510,11,0.000340407
510,12,-0.0135513
510,13,-0.00982167
510,14,-0.00637113
510,15,-0.00323389
510,16,-0.00564556
510,17,-0.00421007
510,18,0.013274
510,19,0.0303789
510,20,0.0176832
