t,unit,output
500,1,0.224935
500,2,0.252021
500,3,0.25673
500,4,0.236028
500,5,0.218302
500,6,0.227867
500,7,0.200273
500,8,0.187635
500,9,0.201561
500,10,0.201076
500,11,0.17747
500,12,0.212162
500,13,0.233353
500,14,0.259065
500,15,0.250528
500,16,0.230724
500,17,0.2569
500,18,0.278851
500,19,0.279792
500,20,0.244555
500,21,0.2257
500,22,0.227364
500,23,0.199914
500,24,0.231076
500,25,0.257228
500,26,0.261295
500,27,0.228802
500,28,0.201152
500,29,0.188481
500,30,0.17763
500,31,0.193072
500,32,0.206256
500,33,0.181902
500,34,0.184207
500,35,0.198597
500,36,0.210895
500,37,0.19666
500,38,0.173701
500,39,0.200616
500,40,0.177028
500,41,0.167628
500,42,0.159595
500,43,0.177441
500,44,0.212104
500,45,0.241229
500,46,0.265673
500,47,0.243726
500,48,0.260205
500,49,0.274168
500,50,0.29327
500,51,0.292075
500,52,0.29103
500,53,0.254079
500,54,0.233823
500,55,0.251834
500,56,0.274601
500,57,0.293685
500,58,0.292532
500,59,0.301669
500,60,0.31632
500,61,0.299939
500,62,0.261827
500,63,0.253131
500,64,0.275756
500,65,0.241253
500,66,0.247729
500,67,0.263723
500,68,0.266885
500,69,0.244883
500,70,0.226038
500,71,0.222327
500,72,0.206698
500,73,0.228858
500,74,0.247644
500,75,0.228333
500,76,0.224231
500,77,0.251489
500,78,0.266865
500,79,0.257337
500,80,0.236662
500,81,0.231403
500,82,0.214433
500,83,0.243285
500,84,0.237124
500,85,0.254674
500,86,0.234376
500,87,0.260004
500,88,0.281488
500,89,0.292353
500,90,0.266776
500,91,0.269525
500,92,0.282175
500,93,0.300025
500,94,0.285924
500,95,0.261275
500,96,0.240149
500,97,0.222041
500,98,0.206519
500,99,0.205605
500,100,0.217145
501,1,0.213244
501,2,0.244976
501,3,0.252364
501,4,0.228766
501,5,0.208258
501,6,0.220362
501,7,0.188942
501,8,0.173642
501,9,0.190213
501,10,0.18945
501,11,0.162582
501,12,0.202411
501,13,0.227861
501,14,0.257118
501,15,0.247854
501,16,0.224719
501,17,0.254494
501,18,0.279366
501,19,0.282037
501,20,0.241642
501,21,0.219296
501,22,0.220751
501,23,0.189244
501,24,0.224785
501,25,0.254556
501,26,0.260513
501,27,0.223211
501,28,0.191318
501,29,0.175643
501,30,0.162112
501,31,0.180182
501,32,0.195893
501,33,0.168058
501,34,0.170077
501,35,0.187089
501,36,0.201869
501,37,0.184812
501,38,0.158618
